! ** TRANSPORT PROPERTIES TAKEN FROM **
!
! " AN OPTIMIZED KINETIC MODEL OF H2/CO COMBUSTION"
! DAVIS, JOSHI, WANG, AND EGOLFOPOULOS
! PROC. COMB. INST. 30 (2005) 1283-1292
!
C8H9O2             2   546.2       6.00      0.13     15.00      1.000
C8H8OOH            2   546.2       6.00      0.13     15.00      1.000
OC8H7OOH           2   546.2       6.00      0.13     15.00      1.000
A1CH3CH3           2   546.2       6.00      0.13     15.00      1.000
A1CH3CH2           2   546.2       6.00      0.13     15.00      1.000
A1CH3CHO           2   546.2       6.00      0.13     15.00      1.000
A1CHOCH2           2   546.2       6.00      0.13     15.00      1.000
A1CHOCHO           2   546.2       6.00      0.13     15.00      1.000
A2                 2   630.4       6.18      0.00     16.50      1.000
C9H8               2   630.4       6.18      0.00     16.50      1.000
C9H7               2   630.4       6.18      0.00     16.50      1.000
C9H6O              2   630.4       6.18      0.00     16.50      1.000
A2O                2   630.4       6.18      0.00     16.50      1.000
A2OH               2   630.4       6.18      0.00     16.50      1.000
A2-                2   630.4       6.18      0.00     16.50      1.000
A2*                2   630.4       6.18      0.00     16.50      1.000
A2CH2              2   693.1       6.47      0.00     18.00      1.000
A2CH3              2   693.1       6.47      0.00     18.00      1.000
A2CH2O             2   693.1       6.47      0.00     18.00      1.000
A2CHO              2   693.1       6.47      0.00     18.00      1.000
A2R5               2   693.1       6.47      0.00     18.00      1.000
A2R5-              2   693.1       6.47      0.00     18.00      1.000
A2C2HA             2   693.1       6.47      0.00     18.00      1.000
A2C2HB             2   693.1       6.47      0.00     18.00      1.000
A2C2HA*            2   693.1       6.47      0.00     18.00      1.000
A2C2HB*            2   693.1       6.47      0.00     18.00      1.000
A2C2H2A            2   693.1       6.47      0.00     18.00      1.000
A2C2H2B            2   693.1       6.47      0.00     18.00      1.000
A2R5C2H*           2   772.8       6.94      0.00     18.00      1.000
A2R5C2H            2   772.8       6.94      0.00     18.00      1.000
A3                 2   772.0       6.96      0.00     38.80      1.000
A3-                2   772.0       6.96      0.00     38.80      1.000
A3*                2   772.0       6.96      0.00     38.80      1.000
A2R5C2H2           2   772.0       6.96      0.00     38.80      1.000
A3R5               2   837.5       7.28      0.00      0.00      0.000
A3R5-              2   837.5       7.28      0.00      0.00      0.000
A4                 2   834.9       7.24      0.00     45.00      1.000
A4-                2   834.9       7.24      0.00     45.00      1.000
A4R5               2   834.9       7.24      0.00     45.00      1.000
FLTN               2   834.9       7.24      0.00     45.00      1.000
P2                 2   676.5       6.31      0.00     20.00      1.000
P2-                2   676.5       6.31      0.00     20.00      1.000
B2                 2   676.5       6.31      0.00     20.00      1.000
CH3O2              2   481.800     3.626     0.000     0.000     1.000
C2H5O              2   470.600     4.410     0.000     0.000     1.500
C2H3CHO            2   428.800     4.958     2.900     0.000     1.000
C3H5O              2   411.000     4.820     0.000     0.000     1.000
N-C3H7O            2   481.500     4.997     0.000     0.000     0.000
C4H7               2   355.000     4.650     0.000     0.000     1.000
P-C4H8             2   345.700     5.088     0.300     0.000     1.000
P-C4H9             2   352.000     5.240     0.000     0.000     1.000
C4H7O              2   496.000     5.200     0.000     0.000     1.000
C3H7CHO            2   464.200     5.009     2.600     0.000     1.000
C5H9               2   396.800     5.458     0.000     0.000     1.000
C5H10              2   386.200     5.489     0.400     0.000     1.000
C5H11              2   440.735     5.041     0.000     0.000     0.000
C7H13              2   457.800     6.173     0.300     0.000     1.000
C7H14              2   457.800     6.173     0.300     0.000     1.000
C7H15              2   459.600     6.253     0.000     0.000     1.000
N-C7H16            2   459.600     6.253     0.000     0.000     1.000
C7H15O             2   561.000     6.317     1.700     0.000     1.000
C7H15O2            2   561.000     6.317     1.700     0.000     1.000
C7H14OOH           2   600.600     7.229     1.800     0.000     1.000
OC7H13OOH          2   581.300     6.506     2.000     0.000     1.000
I-C8H18            1   458.500     6.414     0.000     0.000     0.000
C-C8H17            1   458.500     6.414     0.000     0.000     0.000
Y-C7H15            1   437.300     6.168     0.000     0.000     0.000
Y-C7H14            1   439.200     6.151     0.000     0.000     0.000
X-C7H13            1   439.200     6.151     0.000     0.000     0.000
T-C4H9             1   352.000     5.240     0.000     0.000     0.000
I-C4H8             1   344.500     5.089     0.000     0.000     0.000
I-C4H7             1   355.000     4.650     0.000     0.000     0.000
I-C3H7             1   303.400     4.810     0.000     0.000     0.000
I-C3H5CHO          1   436.400     5.352     0.000     0.000     0.000
CH3COCH3           1   435.500     4.860     0.000     0.000     0.000
D-C8H17O           1   581.300     6.506     0.000     0.000     0.000
T-C4H9O            1   496.000     5.200     0.000     0.000     0.000
I-C4H7O            1   496.000     5.200     0.000     0.000     0.000
C5H81-3            1   449.68      5.33      0.4       0.0       1.0!  CALC SMS 2010
C6H13              2   510.73      5.78      0.000     0.000     0.000! CALC MANI 2010
OCHO               2   498.000     3.590     0.000     0.000     2.000 ! WJP
HOCHO              2   436.000     3.970     0.000     0.000     2.000 ! WJP
HOCH2O             2   470.600     4.410     0.000     0.000     1.500 ! WJP
O2CHO              2   436.000     3.970     0.000     0.000     2.000 ! WJP
HO2CHO             2   436.000     3.970     0.000     0.000     2.000 ! WJP
CH3CO              2   436.000     3.970     0.000     0.000     2.000
CH3CO2             2   436.000     3.970     0.000     0.000     2.000 ! WJP
CH3OCO             2   395.0       4.037     1.3       0.0       1.0   ! CH3OCH3
C2H5O2             2   470.600     4.410     0.000     0.000     1.500 ! WJP
CH3CO3             2   436.000     3.970     0.000     0.000     2.000 ! WJP
CH3CO3H            2   436.000     3.970     0.000     0.000     2.000 ! WJP
C3H6O1-2           2   403.6       4.968     2.0       0.0       1.0 !   WJP
C2H5CO             2   424.600     4.820     0.000     0.000     1.000 ! NMM
CH3COCH2           2   435.500     4.860     0.000     0.000     1.000 ! NMM
C2H5CHO            2   435.2       4.662     2.7       0.0       1.0 !   WJP, PROPANAL
CH3COCH2O          2   447.639     5.086     0.000     0.000     0.000    !FLAMEMASTER
C3H6OOH1-2         2   435.2       4.662     2.7       0.0       1.0 !   WJP
I-C3H7O2           2   459.5       5.036     1.7       0.0       1.0 !   WJP
N-C3H7O2           2   481.5       4.997     1.7       0.0       1.0 !   WJP
CH3COCH2O2         2   502.115     5.429     0.000     0.000     0.000    !FLAMEMASTER
CH3COCH2O2H        2   505.403     5.449     0.000     0.000     0.000    !FLAMEMASTER
C6H12-1            2   423.4       5.85      0.000     11.65     1.000   !CALC MANI 2010
C2H5COCH2          2   454.0       5.413     3.3       0.0       1.0 !   WJP
P-C4H9O2           2   496.000     5.200     0.000     0.000     1.000 ! WJP
C4H9CO             2   489.084     5.348     0.000     0.000     0.000    !FLAMEMASTER
N-C4H9CHO          2   476.0       5.778     2.6       0.0       1.0 !   WJP:  PENTANAL, TCPC, POLING 4TH EDITION
C5H10OOH1-3        2   523.2       5.664     1.7       0.0       1.0 !   WJP
C5H11O2-1          2   523.2       5.664     1.7       0.0       1.0 !   WJP
NC5KET13           2   494.8       6.174     1.8       0.0       1.0 !  TCPC
C5H10OOH1-3O2      2   523.2       5.664     1.7       0.0       1.0 !   WJP
C6H11              2   423.4       5.85      0.000     11.65     1.000   !CALC MANI 2010
C6H13O-1           2   540.597     5.662     0.000     0.000     0.000    !FLAMEMASTER
C12H26             2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C5H11CO            2   534.323     5.625     0.000     0.000     0.000    !FLAMEMASTER
N-C5H11CHO         2   498.6       6.009     2.0       0.0       1.0 !  C2H5COC3H7-N WJP
C6H12OOH1-3        2   588.653     5.943     0.000     0.000     0.000    !FLAMEMASTER
C6H13O2-1          2   588.653     5.943     0.000     0.000     0.000    !FLAMEMASTER
NC6KET13           2   467.0       6.548     1.8       0.0       1.0 ! WJP
C6H12OOH1-3O2      2   677.149     6.436     0.000     0.000     0.000    !FLAMEMASTER
C6H13CO            2   534.5       6.24      2.58      13.5      1.000 !SAME AS NC6H13CHO
N-C6H13CHO         2   534.5       6.24      2.58      13.5      1.000 !CALC
C7H14OOH1-3        2   561.0       6.317     1.7       0.0       1.0 !   WJP
C7H15O2-1          2   561.0       6.317     1.7       0.0       1.0 !   WJP
NC7KET13           2   581.3       6.506     2.0       0.0       1.0 !   1C8H17OH WJP
C7H14OOH1-3O2      2   600.6       7.229     1.8       0.0       1.0 !   NC10H22O WJP
C8H15              2   608.98      6.11      0.000     15.12     1.000 !SAME AS C8H16-1
C8H16-1            2   608.98      6.11      0.000     15.12     1.000 !CALC
C8H17              2   612.84      6.27      0.000     15.9      1.000 ! CALC MANI 2010
C8H17O2-1          2   612.84      6.27      0.000     15.9      1.000 ! CALC MANI 2010
C7H15CO            2   534.5       6.24      2.58      15.0        1.000 !SAME AS NC6H13CO
N-C7H15CHO         2   534.5       6.24      2.58      15.0        1.000 !SAME AS NC6H13CO
C8OOH1-3           2   612.84      6.27      0.000     15.9      1.000 ! CALC MANI 2010
C8OOH1-3O2         2   612.84      6.27      0.000     15.9      1.000 ! CALC MANI 2010
C8KET1-3           2   612.84      6.27      0.000     15.9      1.000 ! CALC MANI 2010
C9H17              2   654.06      6.35      0.000     16.97     1.000 ! CALC MANI 2010
C9H18-1            2   654.06      6.35      0.000     16.97     1.000 ! CALC MANI 2010
C9H19              2   658.90      6.49      0.000     17.36     1.000 ! CALC MANI 2010
C9H19O2-1          2   658.90      6.49      0.000     17.36     1.000 ! CALC MANI 2010
C8H17CO            2   612.84      6.27      0.000     15.9      1.000 ! CALC MANI 2010
N-C8H17CHO         2   612.84      6.27      0.000     15.9      1.000 ! CALC MANI 2010
C9OOH1-3           2   658.90      6.49      0.000     17.36     1.000 ! CALC MANI 2010
C9OOH1-3O2         2   658.90      6.49      0.000     17.36     1.000 ! CALC MANI 2010
C9KET1-3           2   658.90      6.49      0.000     17.36     1.000 ! CALC MANI 2010
C10H19             2   698.20      6.59      0.000     18.82     1.000 ! CALC MANI 2010
C10H20-1           2   698.20      6.59      0.000     18.82     1.000 ! CALC MANI 2010
C10H21             2   704.92      6.69      0.000     19.1      1.000 ! CALC MANI 2010
C10H21O2-1         2   704.92      6.69      0.000     19.1      1.000 ! CALC MANI 2010
C9H19CO            2   658.90      6.49      0.000     17.36     1.000 ! CALC MANI 2010
C10OOH1-3          2   704.92      6.69      0.000     19.1      1.000 ! CALC MANI 2010
C10OOH1-3O2        2   704.92      6.69      0.000     19.1      1.000 ! CALC MANI 2010
C10KET1-3          2   704.92      6.69      0.000     19.1      1.000 ! CALC MANI 2010
C11H21             2   748.55      6.73      0.000     20.67     1.000 ! CALC MANI 2010
C11H22-1           2   748.55      6.73      0.000     20.67     1.000 ! CALC MANI 2010
C11H23-1           2   754.20      6.80      0.00      21.03     1.000        ! CALC MANI 2010
C11H23O2-1         2   754.20      6.80      0.00      21.03     1.000        ! CALC MANI 2010
C12H23             2   787.05      6.93      0.000     22.52     1.000 ! CALC MANI 2010
C12H24             2   787.05      6.93      0.000     22.52     1.000 ! CALC MANI 2010
C12H25             2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12H25O            2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12H25O2           2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12O-R4            2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12O-R5            2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12OOH-T5          2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12OOH-T6          2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12OOH-T7          2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12OOHO2-T6        2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12OOHO2-T7        2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12KET-T6          2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
C12KET-T7          2   789.16      7.06      0.00      22.75     1.000        ! CALC MANI 2010
N-C9H19CHO         2   658.90      6.49      0.000     17.36     1.000 ! CALC MANI 2010
C4H8-2             2   302.4       5.274     0.0       0.0       1.0  !!L-J FROM MOURITS 1977 (MANI 2010)
C2H5O2H            2   470.600     4.410     0.000     0.000     1.500 ! WJP
CH3CHCO            2   443.200     4.120     0.000     0.000     1.000 ! NMM
CH3CHCHO           2   387.860     4.687     0.000     0.000     0.000    !FLAMEMASTER
