!DEVELOPMENT OF A REDUCED N-DODECANE-PAH MECHANISM AND ITS APPLICATION FOR N-DODECANE SOOT PREDICTIONS
!HU WANG, YOUNGCHUL RA, MING JIA AND ROLF. D. REITZ
!SUBMITTED TO FUEL
!100 SPECIES AND 432 REACTIONS
 C6H13O          2   541.500     5.674     1.800     0.000     1.000
 C6H12           2   485.857     5.328     0.000     0.000     0.000
 C6H12OOH        2   541.500     5.674     1.800     0.000     1.000
 C6H12OOHO2      2   541.500     5.674     1.800     0.000     1.000
 C6KET24         2   467.000     6.548     1.800     0.000     1.000
 C6H12OH         2   437.300     6.168     0.000     0.000     1.000
 C6H12O          2   537.467     5.643     0.000     0.000     0.000
 C6H112-4        2   482.473     5.307     0.000     0.000     0.000
 C6H11O2-4       2   541.500     5.674     1.800     0.000     1.000
 C6H11           2   482.473     5.307     0.000     0.000     0.000
 C5H11           2   440.735     5.041     0.000     0.000     0.000
 C5H10           2   386.200     5.489     0.400     0.000     1.000
 C5H9            2   396.800     5.458     0.000     0.000     1.000
 C5H11O2         2   523.200     5.664     1.700     0.000     1.000
 C5H10OOH        2   523.200     5.664     1.700     0.000     1.000
 C4H9CHO         2   476.000     5.778     2.600     0.000     1.000
 C4H9COCH2       2   503.700     6.020     2.000     0.000     1.000
 C4H9CO          2   476.000     5.778     2.600     0.000     1.000
 C4H9            2   352.000     5.240     0.000     0.000     1.000
 C4H9O2          2   496.000     5.200     0.000     0.000     1.000
 C4H8OOH         2   496.000     5.200     0.000     0.000     1.000
 C4H8OOHO2       2   496.000     5.200     0.000     0.000     1.000
 C4KET23         2   476.000     5.778     2.600     0.000     1.000
 C4H9O           2   496.000     5.200     0.000     0.000     1.000
 C4H8            2   355.000     4.650     0.000     0.000     1.000
 C4H7            2   355.000     4.650     0.000     0.000     1.000
 C4H7O           2   496.000     5.200     0.000     0.000     1.000
 C4H4            2   357.000     5.180     0.000     0.000     1.000
 C4H3            2   357.000     5.180     0.000     0.000     1.000
 C3H7CHO         2   464.200     5.009     2.600     0.000     1.000
 C3H7            2   303.400     4.810     0.000     0.000     1.000
 C3H6            2   307.800     4.140     0.000     0.000     1.000
 C3H5            2   316.000     4.220     0.000     0.000     1.000
 C3H7O2          2   481.500     4.997     1.700     0.000     1.000
 C3H6OOH         2   435.200     4.662     2.700     0.000     1.000
 C3H6OOHO2       2   435.200     4.662     2.700     0.000     1.000
 C3KET21         2   464.200     5.009     2.600     0.000     1.000
 C3H7O           2   481.500     4.997     1.700     0.000     1.000
 C3H6CHO         2   464.200     5.009     2.600     0.000     1.000
 CH3COCH2        2   435.500     4.860     0.000     0.000     1.000
 C2H5CHO         2   424.600     4.820     0.000     0.000     1.000
 C2H5CO          2   424.600     4.820     0.000     0.000     1.000
 C2H3CHO         2   428.800     4.958     2.900     0.000     1.000
 C2H4            2   238.400     3.496     0.000     0.000     1.500
 C2H5            2   247.500     4.350     0.000     0.000     1.500
 C2H6            2   247.500     4.350     0.000     0.000     1.500
 CH3O2           2   481.800     3.626     0.000     0.000     1.000
 CH2CO           2   436.000     3.970     0.000     0.000     2.000
 CH2CHO          2   436.000     3.970     0.000     0.000     2.000
 CH3CO           2   436.000     3.970     0.000     0.000     2.000
 CH3CHO          2   436.000     3.970     0.000     0.000     2.000
 CH3OCO          2   395.000     4.037     1.300     0.000     1.000
 CH3OH           2   481.800     3.626     0.000     0.000     1.000
 CH2OH           2   417.000     3.690     1.700     0.000     2.000
 HCCO            2   150.000     2.500     0.000     4.000     1.000
 N               0    71.400     3.298     0.000     0.000     0.000
 N2O             1   232.400     3.828     0.000     0.000     1.000
 NO              1    97.530     3.621     0.000     1.760     4.000
 NO2             2   200.000     3.500     0.000     0.000     1.000
 C2H             1   209.000     4.100     0.000     0.000     2.500
 C3H2            2   209.000     4.100     0.000     0.000     1.000
 C3H3            1   324.800     4.290     0.000     0.000     1.000
 C4H2            1   357.000     5.180     0.000     0.000     1.000
 C4H5            2   357.000     5.180     0.000     0.000     1.000
 C5H5            2   408.000     5.200     0.419     8.000     1.000
 C6H5O           2   450.000     5.500     0.700    10.320     1.000
 A1-             2   412.300     5.349     0.000     0.000     1.000
 A1C2H-          2   535.600     5.720     0.770    12.000     1.000
 A1C2H           2   535.600     5.720     0.770    12.000     1.000
 A1C2H3          2   546.200     6.000     0.130    15.000     1.000
 A2-             2   630.400     6.180     0.000    16.500     1.000
 A2R5            2   693.100     6.470     0.000    18.000     1.000
 A3-             2   837.500     7.275     0.000     0.000     0.000
 A1              2   464.800     5.290     0.000    10.320     1.000
 A2              2   630.400     6.180     0.000    16.500     1.000
 A3              2   772.000     6.960     0.000    38.800     1.000
 A4              2   834.900     7.240     0.000    45.000     1.000
